Year,Jan,Feb,March,April,May,June,July,August,September,October,November,December,Annual,Station_Number,Type_data
1989,-8.2,-5.9,-3.3,5.8,12.7,21.7,19.7,17.1,11.4,5.8,-3.0,-6.0,5.7,27776,Av_Temp
1990,-10.3,-3.8,-0.3,7.8,10.7,15.3,18.4,16.2,9.7,4.5,-1.5,-5.9,5.1,27776,Av_Temp
1991,-9.4,-10.1,-5.4,7.4,14.8,21.0,19.3,16.1,11.0,8.6,-1.8,-9.0,5.2,27776,Av_Temp
1992,-8.5,-10.4,-3.1,6.3,11.3,17.4,17.9,17.8,13.4,3.3,-1.7,-6.0,4.8,27776,Av_Temp
1993,-6.8,-10.8,-5.9,5.0,14.0,15.8,18.8,16.4,7.0,4.3,-10.3,-6.4,3.4,27776,Av_Temp
1994,-6.4,-17.3,-6.8,5.9,11.6,15.8,16.3,15.7,13.7,5.4,-2.7,-9.9,3.4,27776,Av_Temp
1995,-9.0,-4.3,-1.9,11.1,15.8,20.7,18.6,17.3,13.5,6.5,-1.7,-11.2,6.3,27776,Av_Temp
1996,-14.6,-13.1,-7.9,3.3,16.3,18.1,19.7,17.2,10.3,4.2,2.0,-9.9,3.8,27776,Av_Temp
1997,-13.5,-9.8,-3.7,5.2,12.1,20.1,18.2,16.7,10.0,4.8,-3.2,-10.1,3.9,27776,Av_Temp
1998,-9.8,-13.5,-2.9,1.9,14.0,21.3,20.7,16.8,11.4,5.5,-8.3,-6.8,4.2,27776,Av_Temp
1999,-7.2,-7.7,-5.7,7.6,8.8,19.8,21.2,16.7,10.8,7.1,-7.6,-4.1,5.0,27776,Av_Temp
2000,-7.6,-5.9,-3.4,9.1,8.8,17.6,20.8,17.4,10.1,5.6,-3.1,-5.5,5.3,27776,Av_Temp
2001,-5.2,-9.3,-3.1,8.9,13.1,16.5,21.7,16.8,12.1,4.0,-0.3,-11.7,5.3,27776,Av_Temp
2002,-7.3,-2.3,0.0,5.6,10.6,16.6,22.4,15.5,12.2,4.2,-1.0,-17.6,4.9,27776,Av_Temp
2003,-9.5,-12.3,-6.6,5.3,14.2,13.5,20.0,18.2,11.2,5.8,0.1,-3.2,4.7,27776,Av_Temp
2004,-8.1,-10.8,-0.5,3.4,13.5,16.8,19.7,18.4,12.8,5.3,-0.7,-5.8,5.3,27776,Av_Temp
2005,-6.3,-12.2,-8.7,6.2,16.4,16.8,18.8,17.7,12.8,6.2,0.8,-4.6,5.3,27776,Av_Temp
2006,-15.4,-16.1,-5.3,6.0,12.8,20.0,17.0,18.1,12.7,5.7,-1.6,-1.8,4.3,27776,Av_Temp
2007,-2.6,-14.3,-0.6,5.6,15.2,16.4,19.2,21.6,12.4,6.5,-3.8,-9.5,5.5,27776,Av_Temp
2008,-7.2,-5.8,1.5,9.4,12.6,15.9,20.0,18.8,10.6,7.5,1.9,-4.8,6.7,27776,Av_Temp
2009,-10.0,-8.5,-2.3,3.9,13.3,19.6,19.8,16.5,14.0,6.9,-0.4,-9.9,5.2,27776,Av_Temp
2010,-18.5,-13.4,-4.2,6.0,16.7,20.7,24.6,21.8,12.8,3.1,2.8,-7.2,5.4,27776,Av_Temp
2011,-12.7,-18.0,-7.2,4.0,13.9,16.9,22.4,18.0,11.8,6.1,-3.7,-4.4,3.9,27776,Av_Temp
2012,-10.8,-15.7,-5.8,10.3,15.5,18.8,20.0,18.8,11.9,7.7,0.8,-9.5,5.2,27776,Av_Temp
2013,-10.6,-8.1,-7.0,6.2,16.3,19.3,19.3,18.6,11.6,5.5,3.2,-3.8,5.9,27776,Av_Temp
2014,-10.7,-9.0,-1.0,4.8,16.5,16.4,18.9,19.0,10.8,2.4,-3.6,-5.3,4.9,27776,Av_Temp
2015,-9.1,-6.6,-3.0,5.1,15.7,20.4,18.6,15.7,14.3,2.8,-0.3,-2.3,5.9,27776,Av_Temp
2016,-11.6,-1.7,-0.8,8.4,14.4,17.9,20.6,21.5,11.0,4.3,-3.4,-10.1,5.9,27776,Av_Temp
2017,-10.9,-7.4,-0.4,5.4,11.7,14.9,18.8,18.3,11.9,4.6,-0.4,-2.7,5.3,27776,Av_Temp
2018,-8.7,-13.2,-10.1,5.1,14.7,16.0,21.4,18.5,13.7,6.3,-4.0,-7.8,4.3,27776,Av_Temp
2019,-11.0,-6.0,-1.0,6.2,16.0,18.5,17.8,15.8,9.8,8.8,-2.3,-3.6,5.8,27776,Av_Temp
2020,-2.6,-3.4,3.0,5.2,12.6,17.0,20.4,16.2,11.9,5.9,-1.8,-12.5,6.0,27776,Av_Temp
2021,-9.7,-15.7,-5.6,6.9,17.1,20.9,20.9,20.6,9.5,5.6,0.3,-7.2,5.3,27776,Av_Temp
2022,-8.7,-2.1,-4.6,7.0,9.2,17.6,20.0,20.5,11.0,6.5,-0.5,-7.2,5.7,27776,Av_Temp
2023,-11.8,-7.4,2.6,9.0,14.9,15.4,19.7,19.2,13.0,6.0,0.7,-7.4,6.2,27776,Av_Temp
2024,-12.3,-9.8,-3.1,11.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27776,Av_Temp
1959,0.0,-999,-999,-999,-999,-999,56,47,42,42,3,14,-999,27776,Sum_Precip
1960,41,25,17,22,34,58,47,64,27,51,15,18,418,27776,Sum_Precip
1961,24,21,60,73,65,19,92,61,42,6,26,17,506,27776,Sum_Precip
1962,51,15,38,10,87,71,142,91,49,29,16,40,640,27776,Sum_Precip
1963,-999,24,16,16,5,77,168,22,46,49,58,26,-999,27776,Sum_Precip
1964,28,22,16,22,31,23,81,93,38,14,39,34,440,27776,Sum_Precip
1965,23,20,16,27,92,32,21,48,33,39,37,30,418,27776,Sum_Precip
1966,-999,6,17,9,46,26,46,46,48,49,42,31,-999,27776,Sum_Precip
1967,52,9,9,42,31,27,100,35,38,28,40,47,459,27776,Sum_Precip
1968,33,39,18,28,75,29,90,9,66,77,25,28,518,27776,Sum_Precip
1969,8,8,63,5,25,41,58,79,50,53,48,27,465,27776,Sum_Precip
1970,16,34,25,67,61,42,9,53,76,59,46,7,496,27776,Sum_Precip
1971,25,12,28,22,14,54,68,73,9,48,74,37,465,27776,Sum_Precip
1972,7,3,9,47,8,45,25,0.0,78,43,52,26,342,27776,Sum_Precip
1973,12,30,14,18,22,78,78,37,45,60,38,24,456,27776,Sum_Precip
1974,8,8,12,55,27,51,74,29,3,36,29,22,354,27776,Sum_Precip
1975,17,22,19,17,17,42,50,109,10,19,5,40,366,27776,Sum_Precip
1976,47,9,0.4,29,68,85,45,112,23,23,40,47,528,27776,Sum_Precip
1977,12,38,15,18,26,51,0.0,59,-999,54,29,47,-999,27776,Sum_Precip
1978,32,18,23,24,66,75,99,47,73,47,10,27,539,27776,Sum_Precip
1979,66,17,18,57,14,27,75,10,57,24,21,36,423,27776,Sum_Precip
1980,20,10,13,20,23,88,57,134,28,21,34,30,477,27776,Sum_Precip
1981,9,20,36,22,26,26,12,41,53,31,20,22,317,27776,Sum_Precip
1982,33,5,13,53,19,56,53,23,87,67,35,16,459,27776,Sum_Precip
1983,7,2,-999,-999,58,117,164,11,21,29,44,7,-999,27776,Sum_Precip
1984,-999,-999,-999,-999,0.0,33,100,65,-999,-999,-999,-999,-999,27776,Sum_Precip
1985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,32,-999,27776,Sum_Precip
1988,24,10,14,30,13,65,43,51,55,17,32,37,391,27776,Sum_Precip
1989,19,14,-999,36,103,59,135,17,14,107,48,53,-999,27776,Sum_Precip
1990,31,22,50,39,27,113,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1992,32,27,8,50,32,25,107,49,37,57,33,12,468,27776,Sum_Precip
1993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
2000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
2001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
2002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
2003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
2004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
2005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
2006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
2007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
2008,36,29,25,18,29,82,67,40,49,23,37,7,442,27776,Sum_Precip
2009,14,3,11,18,62,45,46,46,24,19,23,26,337,27776,Sum_Precip
2010,44,24,31,10,11,6,4,58,36,56,38,92,408,27776,Sum_Precip
2011,57,19,25,42,41,119,35,43,85,41,34,61,602,27776,Sum_Precip
2012,16,20,47,25,48,71,50,119,63,42,23,49,573,27776,Sum_Precip
2013,23,10,60,43,72,22,103,53,142,25,17,31,602,27776,Sum_Precip
2014,42,17,5,28,19,60,3,69,26,47,23,54,389,27776,Sum_Precip
2015,28,21,2,40,23,19,55,33,7,59,61,41,389,27776,Sum_Precip
2016,57,37,37,56,25,36,47,55,123,9,49,24,555,27776,Sum_Precip
2017,32,31,18,61,47,43,147,17,45,63,24,30,557,27776,Sum_Precip
2018,22,9,29,68,27,19,34,4,24,31,9,28,305,27776,Sum_Precip
2019,33,28,34,6,31,42,30,50,27,46,10,26,362,27776,Sum_Precip
2020,39,34,33,64,43,116,34,101,12,28,18,14,536,27776,Sum_Precip
2021,47,36,11,26,37,54,44,18,51,6,53,13,396,27776,Sum_Precip
2022,50,52,9,71,50,46,82,0,72,36,56,42,565,27776,Sum_Precip
2023,20,31,37,23,24,25,57,33,11,66,68,55,448,27776,Sum_Precip
2024,43,26,17,34,-999,-999,-999,-999,-999,-999,-999,-999,-999,27776,Sum_Precip
1948,-9.1,-16.0,-10.4,999.9,17.0,23.3,999.9,17.1,12.7,4.2,-3.5,-9.5,999.9,27786,Av_Temp
1949,-6.2,-11.9,-7.4,3.2,14.8,19.9,19.3,17.3,10.7,3.8,-4.8,-9.3,4.1,27786,Av_Temp
1950,-20.3,-12.2,-5.7,8.8,12.8,16.1,18.0,13.6,12.2,4.8,-2.7,-8.5,3.1,27786,Av_Temp
1951,-15.3,-18.0,-6.4,9.9,10.9,19.0,19.3,21.1,12.9,2.1,-8.6,-4.8,3.5,27786,Av_Temp
1952,-10.8,-10.9,-9.0,1.9,11.9,19.3,20.8,17.6,13.9,4.4,-3.4,-11.1,3.7,27786,Av_Temp
1953,-13.8,-18.8,-5.4,6.9,12.5,18.8,20.1,20.0,11.0,2.9,-6.4,-8.9,3.2,27786,Av_Temp
1954,-19.9,-22.8,-8.3,4.3,14.0,19.7,22.5,18.6,13.1,6.1,-2.0,-8.8,3.0,27786,Av_Temp
1955,-8.8,-7.9,-7.0,3.2,12.8,17.0,17.4,16.7,12.1,8.5,-4.8,-17.8,3.5,27786,Av_Temp
1956,-14.4,-23.5,-9.8,5.0,11.8,20.4,16.3,16.5,8.3,4.4,-7.7,-6.5,1.7,27786,Av_Temp
1957,-11.8,-5.7,-10.1,3.9,18.4,19.8,19.7,19.1,16.9,4.0,-5.5,-5.7,5.3,27786,Av_Temp
1958,-8.5,-9.1,-8.5,2.7,13.9,16.9,18.6,18.5,8.7,5.0,-2.9,-10.8,3.7,27786,Av_Temp
1959,-8.4,-12.4,-7.4,5.6,13.9,17.9,21.2,17.2,9.9,1.8,-5.8,-11.8,3.5,27786,Av_Temp
1960,-11.0,-10.8,-7.5,5.4,10.4,19.0,20.9,17.6,11.3,2.5,-7.6,-3.2,3.9,27786,Av_Temp
1961,-9.9,-8.0,-2.8,4.1,12.9,19.9,19.7,18.0,10.1,6.1,-4.4,-8.3,4.8,27786,Av_Temp
1962,-8.9,-8.8,-2.1,7.1,16.1,15.8,20.3,15.9,12.0,4.9,0.2,-8.5,5.3,27786,Av_Temp
1963,-17.7,-12.6,-11.6,3.8,15.7,16.7,19.8,17.6,14.2,6.7,-0.6,-10.8,3.4,27786,Av_Temp
1964,-11.4,-13.4,-8.9,1.7,12.4,17.8,20.2,17.5,12.3,4.3,-2.8,-5.7,3.7,27786,Av_Temp
1965,-13.3,-13.5,-4.1,2.3,11.8,17.7,19.4,17.0,15.2,3.4,-5.6,-4.2,3.8,27786,Av_Temp
1966,-11.8,-12.0,-2.1,7.9,15.1,17.0,21.2,19.9,11.2,4.5,-2.1,-15.5,4.4,27786,Av_Temp
1967,-15.4,-15.8,-4.5,7.5,17.2,17.0,18.6,20.3,10.8,7.1,-1.2,-8.7,4.4,27786,Av_Temp
1968,-15.7,-12.0,-3.8,4.3,14.1,17.6,16.6,17.4,11.5,1.9,-3.7,-10.8,3.1,27786,Av_Temp
1969,-21.1,-20.0,-11.0,5.5,9.7,14.9,17.7,16.9,12.7,2.8,-1.7,-10.2,1.4,27786,Av_Temp
1970,-14.2,-10.0,-5.7,5.9,12.8,15.9,20.7,17.0,11.8,4.7,-3.0,-13.6,3.5,27786,Av_Temp
1971,-5.4,-14.4,-7.8,3.2,12.0,17.0,21.0,17.5,14.0,2.7,0.9,-7.8,4.4,27786,Av_Temp
1972,-20.2,-11.3,-6.1,6.7,13.6,18.7,22.5,23.7,10.6,5.3,-2.5,-2.8,4.9,27786,Av_Temp
1973,-14.2,-7.2,-4.5,9.2,14.1,19.0,16.7,16.4,7.9,3.3,-2.2,-5.6,4.4,27786,Av_Temp
1974,-14.5,-6.8,-1.3,4.6,13.1,17.0,20.1,16.9,13.8,8.2,-0.0,-6.5,5.4,27786,Av_Temp
1975,-4.9,-11.4,-0.7,13.1,16.4,18.8,20.5,16.5,13.9,1.7,-4.0,-6.7,6.1,27786,Av_Temp
1976,-14.7,-17.6,-10.1,5.3,12.7,16.7,16.7,16.8,11.1,-3.9,-4.0,-10.6,1.5,27786,Av_Temp
1977,-18.0,-12.5,-3.6,6.1,15.9,19.2,19.2,17.1,10.9,2.4,-0.7,-10.3,3.8,27786,Av_Temp
1978,-7.3,-11.9,-2.5,3.2,11.7,15.6,17.5,17.0,11.0,3.5,-1.5,-14.4,3.5,27786,Av_Temp
1979,-13.9,-11.2,-1.7,1.3,17.3,14.8,19.0,18.3,12.7,3.0,-1.6,-5.6,4.4,27786,Av_Temp
1980,-12.5,-8.8,-7.7,5.4,9.6,17.8,17.7,14.8,11.5,4.8,-2.4,-4.5,3.8,27786,Av_Temp
1981,-6.1,-6.0,-4.8,2.5,13.3,19.7,22.6,18.7,11.7,7.4,-1.4,-4.7,6.1,27786,Av_Temp
1982,-10.5,-9.7,-4.8,5.0,12.0,14.0,18.2,17.6,12.5,3.5,0.7,-1.7,4.7,27786,Av_Temp
1983,-3.9,-7.8,-2.8,10.0,15.2,14.9,18.6,16.6,12.8,5.5,-1.7,-4.4,6.1,27786,Av_Temp
1984,-6.2,-13.7,-3.9,7.4,17.4,16.6,18.2,15.3,13.3,6.2,-4.1,-11.0,4.6,27786,Av_Temp
1985,-10.1,-14.7,-6.0,5.0,14.4,15.5,17.5,20.0,10.8,5.1,-3.3,-6.2,4.0,27786,Av_Temp
1986,-7.5,-15.4,-1.5,8.2,13.6,19.2,18.1,17.3,9.3,4.8,-1.8,-8.0,4.7,27786,Av_Temp
1987,-18.9,-8.4,-7.3,1.7,13.7,18.7,17.4,16.2,9.5,3.3,-5.0,-8.3,2.7,27786,Av_Temp
1988,-8.8,-7.8,-2.6,5.7,14.7,19.8,22.5,17.6,11.7,5.4,-5.9,-8.4,5.3,27786,Av_Temp
1989,-3.5,-1.8,0.7,7.3,12.9,21.8,20.0,17.6,12.8,5.6,-3.6,-4.2,7.1,27786,Av_Temp
1990,-6.7,-0.2,2.3,8.7,11.1,15.2,17.9,16.3,10.2,4.0,-1.8,-6.4,5.9,27786,Av_Temp
1991,-9.1,-10.5,-4.4,7.6,15.2,20.6,19.7,16.2,11.8,8.1,-3.0,-10.5,5.1,27786,Av_Temp
1992,-8.2,-9.9,-3.0,6.1,11.2,16.9,18.1,17.1,14.4,3.1,-2.3,-7.1,4.7,27786,Av_Temp
1993,-7.5,-10.9,-5.8,4.6,14.1,16.2,19.1,16.5,7.7,3.8,-11.5,-7.6,3.2,27786,Av_Temp
1994,-7.9,-17.5,-6.7,5.9,12.5,15.9,16.6,15.7,14.1,4.9,-2.7,-10.0,3.4,27786,Av_Temp
1995,-10.6,-3.7,-1.0,11.6,16.6,21.0,20.0,17.6,13.8,6.4,-1.9,-11.5,6.5,27786,Av_Temp
1996,-16.0,-13.6,-10.4,2.6,16.5,18.1,20.0,16.8,10.9,3.8,1.1,-10.8,3.3,27786,Av_Temp
1997,-14.1,-9.2,-3.3,5.4,12.1,20.3,18.3,16.6,11.1,5.3,-4.0,-10.6,4.0,27786,Av_Temp
1998,-10.8,-12.6,-3.1,1.7,14.3,21.4,21.8,17.3,11.7,5.2,-8.3,-6.8,4.3,27786,Av_Temp
1999,-7.3,-6.9,-6.8,7.3,9.3,19.2,21.6,17.6,11.0,6.5,-7.6,-4.8,4.9,27786,Av_Temp
2000,-7.2,-5.4,-2.5,9.2,9.0,18.2,21.6,18.2,10.8,5.0,-3.6,-6.0,5.6,27786,Av_Temp
2001,-5.3,-9.3,-2.8,8.8,13.9,16.5,21.8,17.3,12.3,4.1,-0.7,-12.3,5.4,27786,Av_Temp
2002,-7.2,-2.1,0.6,5.4,10.3,16.3,22.5,15.8,12.9,4.4,-1.3,-18.8,4.9,27786,Av_Temp
2003,-9.3,-12.6,-7.2,5.5,14.2,13.8,20.3,18.9,12.0,6.1,-0.3,-3.5,4.8,27786,Av_Temp
2004,-8.4,-10.9,-0.2,3.6,13.9,17.6,20.5,19.2,13.7,5.2,-0.9,-6.9,5.5,27786,Av_Temp
2005,-7.3,-13.6,-8.6,5.8,16.5,17.4,19.1,18.2,13.2,5.8,0.3,-4.9,5.2,27786,Av_Temp
2006,-16.2,-15.5,-4.6,6.3,13.1,20.3,17.5,18.5,13.4,5.9,-1.8,-2.3,4.6,27786,Av_Temp
2007,-2.2,-14.3,-1.4,5.9,15.6,16.9,19.8,22.2,13.4,6.5,-4.3,-12.1,5.5,27786,Av_Temp
2008,-12.2,-6.5,0.8,9.0,13.2,16.7,21.0,19.6,11.2,7.6,2.5,-5.6,6.4,27786,Av_Temp
2009,-10.8,-9.5,-3.6,4.2,13.6,20.6,20.4,17.5,14.7,7.0,-0.5,-10.1,5.3,27786,Av_Temp
2010,-18.1,-13.7,-5.0,6.3,17.0,21.6,25.2,23.1,13.6,3.6,2.2,-7.4,5.7,27786,Av_Temp
2011,-12.8,-18.7,-6.8,4.4,14.2,17.2,23.4,19.0,12.4,6.3,-4.2,-6.2,4.0,27786,Av_Temp
2012,-11.5,-16.4,-6.3,9.4,15.1,18.8,20.1,19.5,12.3,7.1,0.4,-10.5,4.8,27786,Av_Temp
2013,-10.9,-8.9,-6.7,5.9,14.8,19.9,18.9,18.6,12.2,5.9,3.2,-2.7,5.9,27786,Av_Temp
1937,-999,18,17,6,72,27,53,50,31,20,8,34,-999,27786,Sum_Precip
1938,25,7,6,25,40,20,19,18,8,41,31,3,242,27786,Sum_Precip
1939,28,8,20,32,43,21,32,3,55,25,13,21,299,27786,Sum_Precip
1940,9,6,9,59,51,60,32,17,42,15,42,13,355,27786,Sum_Precip
1941,4,12,9,27,101,57,40,73,31,-999,9,13,-999,27786,Sum_Precip
1942,11,1,5,10,64,57,62,16,9,35,10,25,305,27786,Sum_Precip
1943,16,3,6,44,91,36,156,100,12,4,19,7,492,27786,Sum_Precip
1944,20,14,65,30,64,90,85,66,67,15,16,5,535,27786,Sum_Precip
1945,3,-999,-999,-999,-999,38,148,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1946,11,9,5,5,34,21,98,26,86,37,13,5,348,27786,Sum_Precip
1947,19,11,20,26,70,45,46,88,10,31,47,25,439,27786,Sum_Precip
1948,16,18,27,17,19,48,64,119,42,28,35,9,440,27786,Sum_Precip
1949,0.6,0.0,0.0,0.0,38,67,64,69,16,31,29,16,332,27786,Sum_Precip
1950,5,13,17,5,17,21,62,126,127,11,9,13,426,27786,Sum_Precip
1951,19,4,26,21,74,4,46,8,28,6,11,6,252,27786,Sum_Precip
1952,5,6,36,9,87,62,34,43,42,46,31,11,410,27786,Sum_Precip
1953,15,23,5,43,74,10,60,90,48,27,15,20,428,27786,Sum_Precip
1954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1955,-999,-999,5,18,26,2,0.0,0.0,0.0,0.0,1,0.0,-999,27786,Sum_Precip
1956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1959,0.0,0.0,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1960,-999,-999,-999,-999,0.0,-999,0.0,0.0,0.0,-999,0.0,3,-999,27786,Sum_Precip
1961,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1968,31,21,10,8,54,17,54,26,60,43,10,12,345,27786,Sum_Precip
1969,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1970,15,25,13,137,101,30,9,347,-999,-999,-999,-999,-999,27786,Sum_Precip
1971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1973,-999,-999,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1974,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0,0.0,-999,-999,27786,Sum_Precip
1975,-999,-999,21,3,5,38,48,30,13,17,10,12,-999,27786,Sum_Precip
1976,42,5,0.4,11,48,53,62,24,16,18,9,8,296,27786,Sum_Precip
1977,7,19,16,17,29,91,0.3,54,36,41,7,44,361,27786,Sum_Precip
1978,24,31,11,34,53,121,110,48,97,54,0.0,29,611,27786,Sum_Precip
1979,64,38,15,30,17,24,178,7,48,30,18,9,479,27786,Sum_Precip
1980,16,16,26,57,20,110,38,100,36,39,30,20,508,27786,Sum_Precip
1981,13,14,40,37,6,7,0.6,20,85,49,32,17,321,27786,Sum_Precip
1982,33,7,15,52,35,53,22,58,70,75,20,24,464,27786,Sum_Precip
1983,29,40,24,20,78,88,163,27,19,24,27,7,545,27786,Sum_Precip
1984,25,0.4,6,17,3,51,50,46,12,52,25,14,302,27786,Sum_Precip
1985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1986,45,23,1,1,15,33,43,28,44,41,-999,-999,-999,27786,Sum_Precip
1987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1988,17,10,16,56,51,86,69,84,45,14,31,33,511,27786,Sum_Precip
1989,23,16,53,25,70,40,216,38,17,74,45,43,659,27786,Sum_Precip
1990,28,25,37,29,79,124,62,69,72,63,53,20,662,27786,Sum_Precip
1991,25,24,17,50,26,48,35,78,33,45,46,16,443,27786,Sum_Precip
1992,34,24,6,51,40,45,36,33,18,51,28,11,376,27786,Sum_Precip
1993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1994,32,37,9,3,46,108,19,60,0.0,15,24,22,374,27786,Sum_Precip
1995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
1996,11,11,11,6,93,114,59,19,29,13,30,8,404,27786,Sum_Precip
1997,50,8,16,24,29,69,15,6,33,46,26,31,354,27786,Sum_Precip
1998,11,19,12,7,7,1,33,49,26,54,58,14,290,27786,Sum_Precip
1999,57,64,15,10,94,28,57,98,65,0.0,0.0,0.0,488,27786,Sum_Precip
2000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
2001,40,46,43,0.6,60,91,7,54,19,52,37,39,487,27786,Sum_Precip
2002,35,27,13,43,26,50,35,31,47,73,39,15,432,27786,Sum_Precip
2003,18,9,4,14,55,91,24,41,30,41,7,25,357,27786,Sum_Precip
2004,33,40,19,44,43,62,130,18,44,48,38,48,566,27786,Sum_Precip
2005,14,26,42,14,48,125,60,22,29,15,17,52,465,27786,Sum_Precip
2006,11,19,60,32,81,70,39,78,8,30,28,16,471,27786,Sum_Precip
2007,48,37,29,57,15,31,101,27,51,29,43,12,479,27786,Sum_Precip
2008,47,16,24,18,27,55,95,27,81,27,20,11,446,27786,Sum_Precip
2009,20,9,18,22,32,24,23,103,8,12,19,37,327,27786,Sum_Precip
2010,38,31,45,7,32,2,12,25,59,40,59,72,419,27786,Sum_Precip
2011,82,18,22,33,94,111,20,35,137,47,38,46,683,27786,Sum_Precip
2012,24,21,44,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,27786,Sum_Precip
